subject,my_mac,their_mac,rssi,local_time
,6C:B2:FD:CE:2D:F5,6C:B2:FD:CE:2D:A7,-95,1683292410
,6C:B2:FD:CE:2D:F5,6C:B2:FD:CE:2D:FF,-94,1683292410
,6C:B2:FD:CE:2D:F5,6C:B2:FD:CE:2D:C2,-89,1683292441
,6C:B2:FD:CE:2D:F5,6C:B2:FD:CE:2D:E7,-87,1683292441
,6C:B2:FD:CE:2D:F5,6C:B2:FD:CE:2D:A5,-89,1683292441
,6C:B2:FD:CE:2D:F5,6C:B2:FD:CE:2D:A7,-97,1683292441
,6C:B2:FD:CE:2D:F5,6C:B2:FD:CE:2D:FF,-94,1683292441
,6C:B2:FD:CE:2D:F5,6C:B2:FD:CE:2D:C2,-97,1683292471
,6C:B2:FD:CE:2D:F5,6C:B2:FD:CE:2D:A5,-97,1683292471
,6C:B2:FD:CE:2D:F5,6C:B2:FD:CE:2D:A7,-94,1683292471
,6C:B2:FD:CE:2D:F5,6C:B2:FD:CE:2D:E7,-98,1683292501
,6C:B2:FD:CE:2D:F5,6C:B2:FD:CE:2D:C2,-91,1683292531
,6C:B2:FD:CE:2D:F5,6C:B2:FD:CE:2D:A5,-99,1683292531
,6C:B2:FD:CE:2D:F5,6C:B2:FD:CE:2D:A7,-87,1683292531
,6C:B2:FD:CE:2D:F5,6C:B2:FD:CE:2D:FF,-90,1683292531
,6C:B2:FD:CE:2D:F5,6C:B2:FD:CE:2D:9D,-92,1683292531
,6C:B2:FD:CE:2D:F5,6C:B2:FD:CE:2D:B2,-89,1683292531
,6C:B2:FD:CE:2D:F5,6C:B2:FD:CE:2D:A5,-95,1683292561
,6C:B2:FD:CE:2D:F5,6C:B2:FD:CE:2D:A7,-90,1683292561
,6C:B2:FD:CE:2D:F5,6C:B2:FD:CE:2D:FF,-96,1683292561
,6C:B2:FD:CE:2D:F5,6C:B2:FD:CE:2D:BC,-95,1683292561
,6C:B2:FD:CE:2D:F5,6C:B2:FD:CE:2D:9D,-89,1683292561
,6C:B2:FD:CE:2D:F5,6C:B2:FD:CE:2D:C8,-93,1683292561
,6C:B2:FD:CE:2D:F5,6C:B2:FD:CE:2D:B2,-79,1683292561
,6C:B2:FD:CE:2D:F5,6C:B2:FD:CE:2D:E7,-94,1683292591
,6C:B2:FD:CE:2D:F5,6C:B2:FD:CE:2D:A7,-86,1683292591
,6C:B2:FD:CE:2D:F5,6C:B2:FD:CE:2D:FF,-93,1683292591
,6C:B2:FD:CE:2D:F5,6C:B2:FD:CE:2D:BC,-93,1683292591
,6C:B2:FD:CE:2D:F5,6C:B2:FD:CE:2D:9D,-90,1683292591
,6C:B2:FD:CE:2D:F5,6C:B2:FD:CE:2D:B2,-85,1683292591
,6C:B2:FD:CE:2D:F5,6C:B2:FD:CE:2D:A7,-74,1683292622
